N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto
547500,23/3/2021,13408,United Kingdom,414,"524,82"
C544553,21/2/2021,14092,United Kingdom,-1,"-3,75"
565063,31/8/2021,,United Kingdom,-18,"0,00"
575705,10/11/2021,15159,United Kingdom,392,"826,70"
555327,2/6/2021,,United Kingdom,101,"619,78"
569968,6/10/2021,17921,United Kingdom,137,"224,76"
581011,7/12/2021,14397,United Kingdom,176,"221,44"
571476,17/10/2021,13546,United Kingdom,106,"230,12"
570091,7/10/2021,15632,United Kingdom,600,"627,12"
C564763,30/8/2021,14096,United Kingdom,-1,"-1,60"
576876,16/11/2021,16804,United Kingdom,188,"411,98"
569328,3/10/2021,14360,United Kingdom,56,"157,68"
C580605,5/12/2021,,United Kingdom,-1,"-17836,46"
551651,3/5/2021,14800,United Kingdom,10,"8,50"
565091,1/9/2021,16011,United Kingdom,195,"299,25"
C569655,5/10/2021,14534,United Kingdom,-88,"-139,13"
C574526,4/11/2021,14567,United Kingdom,-2,"-5,90"
542241,26/1/2021,16409,United Kingdom,135,"271,56"
552530,10/5/2021,13055,United Kingdom,252,"344,86"
539290,16/12/2020,16271,United Kingdom,128,"133,22"
C567952,23/9/2021,18226,United Kingdom,-4,"-19,80"
C559743,12/7/2021,13599,United Kingdom,-13,"-7,63"
C580954,6/12/2021,12967,United Kingdom,-194,"-436,20"
558462,29/6/2021,13982,United Kingdom,271,"326,34"
550633,19/4/2021,17449,United Kingdom,186,"300,09"
550527,19/4/2021,12476,Germany,628,"1411,67"
548383,30/3/2021,,United Kingdom,5,"0,00"
571100,13/10/2021,16682,United Kingdom,108,"106,92"
559911,13/7/2021,13777,United Kingdom,104,"270,90"
538706,14/12/2020,14667,United Kingdom,392,"312,40"
576927,17/11/2021,12567,France,772,"1551,30"
560442,18/7/2021,15860,United Kingdom,36,"120,23"
554964,27/5/2021,15867,United Kingdom,208,"252,30"
575922,11/11/2021,15681,United Kingdom,260,"479,80"
541262,16/1/2021,18069,United Kingdom,162,"297,66"
545317,1/3/2021,,United Kingdom,77,"580,41"
571676,18/10/2021,16910,United Kingdom,128,"268,77"
C567950,23/9/2021,17069,United Kingdom,-6,"-17,34"
551305,27/4/2021,16145,United Kingdom,458,"337,36"
558702,1/7/2021,12748,United Kingdom,83,"156,17"
569714,5/10/2021,18033,United Kingdom,253,"97,97"
575045,8/11/2021,14910,United Kingdom,54,"101,64"
569134,30/9/2021,15411,United Kingdom,251,"609,05"
563506,17/8/2021,17398,United Kingdom,51,"124,93"
562562,5/8/2021,16271,United Kingdom,201,"299,42"
573139,27/10/2021,14716,United Kingdom,249,"141,12"
C541701,21/1/2021,14895,United Kingdom,-7,"-45,65"
557322,20/6/2021,17444,Canada,1092,"1171,46"
552852,11/5/2021,16712,United Kingdom,215,"416,45"
542005,25/1/2021,14409,United Kingdom,253,"337,30"
C580768,6/12/2021,13914,United Kingdom,-1,"-12,50"
544767,23/2/2021,,United Kingdom,58,"370,82"
C560391,18/7/2021,12930,United Kingdom,-1,"-2,95"
556286,10/6/2021,,United Kingdom,-16,"0,00"
561023,24/7/2021,13576,United Kingdom,144,"354,24"
573989,2/11/2021,,United Kingdom,2,"0,00"
568589,28/9/2021,17405,United Kingdom,228,"489,70"
567804,22/9/2021,17920,United Kingdom,120,"227,00"
559905,13/7/2021,15311,United Kingdom,113,"152,81"
556447,10/6/2021,15632,United Kingdom,144,"314,16"
536838,2/12/2020,14865,United Kingdom,96,"37,20"
559921,13/7/2021,13667,United Kingdom,154,"305,02"
564224,24/8/2021,15249,United Kingdom,242,"330,74"
553751,19/5/2021,15630,United Kingdom,280,"396,86"
554126,23/5/2021,12431,Australia,231,"472,09"
561366,26/7/2021,15152,United Kingdom,166,"310,72"
543292,7/2/2021,14534,United Kingdom,166,"295,45"
552259,8/5/2021,15796,United Kingdom,92,"253,47"
573584,31/10/2021,16705,United Kingdom,628,"1976,58"
566875,15/9/2021,17669,United Kingdom,398,"761,50"
538368,12/12/2020,15503,United Kingdom,74,"147,09"
C539302,16/12/2020,15392,United Kingdom,-12,"-19,80"
568094,23/9/2021,15807,United Kingdom,380,"635,60"
565444,4/9/2021,17894,United Kingdom,34,"128,90"
544344,18/2/2021,,United Kingdom,51,"0,00"
C542637,31/1/2021,14688,United Kingdom,-6,"-17,70"
570404,10/10/2021,16395,United Kingdom,276,"214,69"
580894,6/12/2021,13408,United Kingdom,188,"417,00"
542990,2/2/2021,13468,United Kingdom,44,"141,30"
C580726,5/12/2021,14096,United Kingdom,-1,"-1100,44"
569888,6/10/2021,13049,United Kingdom,190,"502,90"
575169,8/11/2021,14367,United Kingdom,287,"598,46"
C562911,10/8/2021,13384,United Kingdom,-5,"-18,75"
579153,28/11/2021,12660,France,127,"245,10"
568403,27/9/2021,,United Kingdom,-3,"0,00"
549787,12/4/2021,13268,United Kingdom,163,"180,43"
538087,9/12/2020,17339,United Kingdom,16,"60,00"
545661,4/3/2021,15358,United Kingdom,739,"829,85"
573885,1/11/2021,,United Kingdom,40,"0,00"
C542060,25/1/2021,14680,United Kingdom,-14,"-55,38"
575956,13/11/2021,14487,United Kingdom,91,"152,19"
567937,22/9/2021,14147,United Kingdom,68,"300,60"
548158,29/3/2021,15906,United Kingdom,92,"341,93"
546526,14/3/2021,15061,United Kingdom,120,"285,00"
542719,31/1/2021,17619,United Kingdom,127,"218,52"
542882,1/2/2021,,United Kingdom,-40,"0,00"
545693,6/3/2021,16422,United Kingdom,746,"796,86"
552670,10/5/2021,,United Kingdom,92,"655,00"
552288,8/5/2021,13313,United Kingdom,160,"302,44"
558244,27/6/2021,,United Kingdom,-2,"0,00"
580377,2/12/2021,,United Kingdom,-29,"0,00"
566738,14/9/2021,14110,United Kingdom,110,"382,74"
580599,5/12/2021,12925,United Kingdom,283,"325,74"
544495,21/2/2021,12766,Portugal,454,"973,65"
568672,28/9/2021,15348,United Kingdom,84,"158,04"
578012,22/11/2021,14768,United Kingdom,12,"59,40"
539856,22/12/2020,,United Kingdom,134,"1298,40"
567141,16/9/2021,17370,United Kingdom,192,"108,00"
569896,6/10/2021,,United Kingdom,73,"175,29"
579682,30/11/2021,,United Kingdom,-145,"0,00"
574889,7/11/2021,16353,United Kingdom,63,"213,45"
568898,29/9/2021,13354,United Kingdom,604,"743,53"
571111,13/10/2021,14976,United Kingdom,1,"15,00"
577985,22/11/2021,15116,United Kingdom,117,"150,00"
548172,29/3/2021,15738,United Kingdom,253,"328,15"
559420,8/7/2021,17663,United Kingdom,80,"225,72"
568330,26/9/2021,16468,United Kingdom,31,"74,90"
575502,10/11/2021,16700,United Kingdom,264,"369,12"
C576199,14/11/2021,12610,Italy,-8,"-30,00"
C541863,23/1/2021,13798,United Kingdom,-44,"-79,45"
C553511,17/5/2021,,United Kingdom,-1,"-86,90"
576782,16/11/2021,17500,United Kingdom,4,"340,00"
557884,23/6/2021,17759,United Kingdom,72,"145,20"
580694,5/12/2021,16600,United Kingdom,283,"240,32"
547944,28/3/2021,12971,United Kingdom,49,"106,95"
571734,19/10/2021,17148,United Kingdom,82,"124,88"
549119,6/4/2021,14220,United Kingdom,138,"319,42"
557469,20/6/2021,12904,United Kingdom,165,"244,69"
557149,17/6/2021,17961,United Kingdom,19,"13,05"
550317,17/4/2021,15172,United Kingdom,194,"346,40"
548384,30/3/2021,,United Kingdom,13,"28,05"
578247,23/11/2021,14581,United Kingdom,217,"138,60"
550207,15/4/2021,,United Kingdom,74,"535,56"
571656,18/10/2021,16393,United Kingdom,142,"354,36"
539395,17/12/2020,12471,Germany,444,"1484,25"
573763,1/11/2021,17139,United Kingdom,288,"639,60"
548888,4/4/2021,,United Kingdom,-14,"0,00"
537458,7/12/2020,17091,United Kingdom,101,"293,45"
561774,29/7/2021,16729,United Kingdom,204,"325,63"
562353,4/8/2021,16180,United Kingdom,1312,"2317,00"
579284,29/11/2021,15061,United Kingdom,1619,"3337,44"
570264,10/10/2021,,United Kingdom,-22,"0,00"
576381,15/11/2021,12839,United Kingdom,380,"508,42"
C545677,6/3/2021,14543,United Kingdom,-26,"-258,90"
544208,17/2/2021,,United Kingdom,64,"480,00"
580642,5/12/2021,13311,United Kingdom,34,"108,46"
575415,9/11/2021,16168,United Kingdom,50,"207,50"
568088,23/9/2021,,United Kingdom,-49,"0,00"
C563107,12/8/2021,12709,Germany,-15,"-36,05"
542515,28/1/2021,,United Kingdom,1,"0,00"
549669,11/4/2021,13113,United Kingdom,3,"2,55"
578512,24/11/2021,15187,United Kingdom,232,"435,88"
567962,23/9/2021,15838,United Kingdom,1768,"3187,12"
541280,17/1/2021,15296,United Kingdom,679,"1199,33"
563441,16/8/2021,13140,United Kingdom,53,"150,15"
573895,1/11/2021,15423,United Kingdom,101,"43,50"
560858,21/7/2021,14403,United Kingdom,100,"295,80"
C579266,29/11/2021,15621,United Kingdom,-24,"-78,96"
C556646,13/6/2021,18221,United Kingdom,-2,"-8,30"
541436,18/1/2021,15291,United Kingdom,76,"315,00"
578004,22/11/2021,17155,United Kingdom,88,"108,40"
C576233,14/11/2021,,Hong Kong,-1,"-326,10"
550797,20/4/2021,12901,United Kingdom,88,"54,72"
C581009,7/12/2021,16971,United Kingdom,-1,"-125,00"
574275,3/11/2021,12352,Norway,127,"311,73"
C569456,4/10/2021,17675,United Kingdom,-4,"-39,80"
537758,8/12/2020,16122,United Kingdom,118,"105,72"
571278,16/10/2021,14780,United Kingdom,100,"114,88"
563038,11/8/2021,16656,United Kingdom,846,"940,64"
552804,11/5/2021,15615,United Kingdom,159,"396,77"
581015,7/12/2021,13949,United Kingdom,673,"518,23"
541815,21/1/2021,18037,United Kingdom,3,"8,25"
552033,5/5/2021,14776,United Kingdom,236,"214,56"
570491,10/10/2021,14395,United Kingdom,156,"310,54"
549592,11/4/2021,14311,United Kingdom,146,"310,26"
575356,9/11/2021,13882,United Kingdom,10,"49,50"
559799,12/7/2021,,United Kingdom,13,"88,37"
543000,2/2/2021,,United Kingdom,143,"1047,17"
550218,15/4/2021,14408,United Kingdom,190,"354,84"
546150,9/3/2021,,United Kingdom,-140,"0,00"
C572118,20/10/2021,18228,United Kingdom,-2,"-10,70"
578118,23/11/2021,12955,United Kingdom,620,"842,02"
C570692,11/10/2021,13359,United Kingdom,-2,"-8,30"
554009,20/5/2021,12935,United Kingdom,303,"434,60"
564059,22/8/2021,15796,United Kingdom,116,"325,80"
579106,28/11/2021,16705,United Kingdom,424,"1080,48"
540465,7/1/2021,17707,United Kingdom,78,"83,70"
560695,20/7/2021,14101,United Kingdom,556,"785,00"
539267,16/12/2020,13534,United Kingdom,130,"253,50"
538501,12/12/2020,13715,United Kingdom,2,"11,90"
549318,8/4/2021,13911,United Kingdom,105,"247,95"
552961,12/5/2021,15489,United Kingdom,220,"348,26"
573380,30/10/2021,14572,United Kingdom,223,"608,35"
541983,24/1/2021,15797,United Kingdom,1,"15,00"
C539278,16/12/2020,18269,United Kingdom,-6,"-29,70"
576901,17/11/2021,16929,United Kingdom,119,"207,99"
550924,21/4/2021,12664,Finland,153,"642,00"
C571855,19/10/2021,17462,United Kingdom,-3,"-12,75"
557973,24/6/2021,12955,United Kingdom,204,"293,96"
C577149,18/11/2021,17034,United Kingdom,-4,"-10,95"
571039,13/10/2021,16121,United Kingdom,444,"579,22"
578518,24/11/2021,14606,United Kingdom,73,"110,57"
C559742,12/7/2021,14267,United Kingdom,-54,"-204,00"
566267,11/9/2021,12647,Germany,196,"356,11"
572964,27/10/2021,12630,Finland,284,"701,79"
C538711,14/12/2020,15468,United Kingdom,-1,"-1,25"
555819,7/6/2021,15073,United Kingdom,214,"430,98"
560883,21/7/2021,13694,United Kingdom,793,"452,71"
C550442,18/4/2021,16550,United Kingdom,-4,"-6,22"
572504,24/10/2021,15786,United Kingdom,34,"83,90"
C545849,7/3/2021,16598,United Kingdom,-3,"-4,35"
560595,19/7/2021,16656,United Kingdom,868,"814,48"
560930,22/7/2021,15829,United Kingdom,420,"325,44"
555832,7/6/2021,15969,United Kingdom,44,"308,70"
552729,11/5/2021,13089,United Kingdom,24,"39,60"
558107,26/6/2021,17811,United Kingdom,75,"124,76"
568155,25/9/2021,17006,United Kingdom,100,"280,76"
576374,15/11/2021,13777,United Kingdom,3154,"6260,90"
537843,8/12/2020,15713,United Kingdom,59,"171,15"
548680,1/4/2021,,United Kingdom,-18,"0,00"
C547859,27/3/2021,13725,United Kingdom,-5,"-9,75"
576769,16/11/2021,13575,United Kingdom,67,"107,45"
561128,25/7/2021,16249,United Kingdom,197,"331,74"
544777,23/2/2021,15311,United Kingdom,553,"726,83"
C538085,9/12/2020,16350,United Kingdom,-3,"-16,00"
553491,17/5/2021,15624,United Kingdom,66,"127,50"
575217,9/11/2021,14794,United Kingdom,50,"147,15"
554022,20/5/2021,,United Kingdom,10,"0,00"
550974,21/4/2021,13862,United Kingdom,126,"173,46"
538714,14/12/2020,14524,United Kingdom,137,"275,45"
578953,27/11/2021,13546,United Kingdom,144,"208,71"
572675,25/10/2021,17917,United Kingdom,56,"110,82"
561478,27/7/2021,,United Kingdom,-2,"0,00"
542422,27/1/2021,14702,United Kingdom,59,"181,35"
539423,17/12/2020,15811,United Kingdom,33,"148,95"
568725,28/9/2021,,United Kingdom,-209,"0,00"
554792,26/5/2021,12547,Spain,25,"48,40"
571042,13/10/2021,,United Kingdom,48,"0,00"
554380,24/5/2021,16709,United Kingdom,104,"580,36"
576612,15/11/2021,17357,United Kingdom,2,"5,90"
540473,7/1/2021,17284,United Kingdom,571,"716,11"
573128,27/10/2021,13538,United Kingdom,38,"290,10"
553406,17/5/2021,14952,United Kingdom,50,"77,50"
542931,2/2/2021,15589,United Kingdom,125,"184,95"
C539756,21/12/2020,,United Kingdom,-1,"-4,95"
C537414,6/12/2020,16861,United Kingdom,-7,"-22,11"
556446,10/6/2021,15098,United Kingdom,1,"649,50"
551507,28/4/2021,18272,United Kingdom,276,"340,72"
539473,19/12/2020,14911,EIRE,155,"411,10"
572472,24/10/2021,14139,United Kingdom,510,"415,82"
568340,26/9/2021,13866,United Kingdom,57,"145,67"
538839,14/12/2020,14606,United Kingdom,109,"305,79"
579506,29/11/2021,15089,United Kingdom,119,"138,21"
554008,20/5/2021,17455,United Kingdom,66,"131,70"
570796,12/10/2021,16241,United Kingdom,86,"110,03"
568324,26/9/2021,16778,United Kingdom,128,"152,76"
542794,1/2/2021,,United Kingdom,141,"669,46"
546772,16/3/2021,15030,United Kingdom,156,"152,76"
545154,28/2/2021,12921,United Kingdom,206,"425,50"
578133,23/11/2021,14205,United Kingdom,78,"243,80"
540835,11/1/2021,12724,France,115,"154,90"
537809,8/12/2020,14217,United Kingdom,26,"118,30"
556017,8/6/2021,15382,United Kingdom,406,"512,70"
566242,11/9/2021,15502,United Kingdom,52,"160,60"
538094,9/12/2020,13117,United Kingdom,85,"186,03"
576984,17/11/2021,14332,United Kingdom,191,"280,97"
561673,28/7/2021,,United Kingdom,107,"0,00"
C581322,8/12/2021,18223,United Kingdom,-2,"-3,80"
C564331,24/8/2021,12569,Germany,-1,"-18,00"
546391,11/3/2021,17800,United Kingdom,69,"103,65"
580695,5/12/2021,13230,United Kingdom,228,"397,26"
548555,1/4/2021,13758,United Kingdom,108,"316,90"
536525,1/12/2020,14078,United Kingdom,29,"136,24"
C550195,15/4/2021,14796,United Kingdom,-3,"-6,99"
552962,12/5/2021,14364,United Kingdom,371,"719,15"
558233,27/6/2021,18073,United Kingdom,263,"339,26"
569104,30/9/2021,15287,United Kingdom,176,"340,98"
548994,5/4/2021,,United Kingdom,32,"111,92"
553585,18/5/2021,15301,United Kingdom,311,"306,91"
569696,5/10/2021,16843,United Kingdom,4,"15,80"
538348,10/12/2020,,United Kingdom,30,"0,00"
539663,21/12/2020,17961,United Kingdom,79,"396,85"
538155,9/12/2020,16907,United Kingdom,68,"182,02"
538356,10/12/2020,14062,United Kingdom,712,"966,62"
542394,27/1/2021,,United Kingdom,65,"0,00"
564038,22/8/2021,16555,United Kingdom,90,"151,98"
C536812,2/12/2020,16546,United Kingdom,-852,"-883,08"
560584,19/7/2021,13827,United Kingdom,32,"112,74"
549020,5/4/2021,13525,United Kingdom,208,"282,88"
C576231,14/11/2021,14868,United Kingdom,-6,"-13,95"
553725,18/5/2021,17047,United Kingdom,145,"310,04"
566873,15/9/2021,12682,France,164,"240,28"
555109,31/5/2021,16023,United Kingdom,175,"322,85"
563451,16/8/2021,18241,United Kingdom,42,"104,70"
563740,19/8/2021,17747,United Kingdom,12,"71,40"
C573148,27/10/2021,15469,United Kingdom,-1,"-19,95"
566482,13/9/2021,16609,United Kingdom,624,"1319,78"
552263,8/5/2021,15561,United Kingdom,51,"265,75"
545332,1/3/2021,12352,Norway,3,"840,30"
C569682,5/10/2021,15351,United Kingdom,-10,"-50,98"
561599,28/7/2021,12853,United Kingdom,6,"47,70"
561519,27/7/2021,17870,United Kingdom,89,"83,99"
C544775,23/2/2021,14211,United Kingdom,-4,"-2,60"
540008,4/1/2021,,United Kingdom,-48,"0,00"
540526,9/1/2021,14606,United Kingdom,154,"229,48"
580381,2/12/2021,,United Kingdom,-9,"0,00"
576554,15/11/2021,13066,United Kingdom,186,"318,99"
C572659,25/10/2021,14527,United Kingdom,-1,"-80,00"
542892,1/2/2021,13784,United Kingdom,432,"155,52"
580676,5/12/2021,17817,United Kingdom,41,"117,98"
580639,5/12/2021,17254,United Kingdom,101,"102,13"
542859,1/2/2021,13606,United Kingdom,114,"70,02"
541110,13/1/2021,15916,United Kingdom,201,"342,61"
547644,24/3/2021,14267,United Kingdom,140,"418,18"
545071,27/2/2021,15996,United Kingdom,120,"222,29"
542388,27/1/2021,14239,United Kingdom,48,"159,60"
543675,11/2/2021,16013,United Kingdom,150,"382,50"
C539271,16/12/2020,14639,United Kingdom,-1,"-10,95"
C570962,13/10/2021,17509,United Kingdom,-1,"-1,25"
578705,25/11/2021,12531,Germany,45,"125,22"
551694,3/5/2021,,United Kingdom,2,"0,00"
579712,30/11/2021,15467,United Kingdom,75,"122,32"
C556925,15/6/2021,16013,United Kingdom,-420,"-1155,00"
576608,15/11/2021,17381,United Kingdom,1152,"595,44"
580519,4/12/2021,,United Kingdom,938,"4171,41"
558126,27/6/2021,15482,United Kingdom,251,"666,06"
549682,11/4/2021,12596,Spain,156,"269,95"
562108,2/8/2021,17809,United Kingdom,89,"116,01"
C547229,21/3/2021,17213,United Kingdom,-2,"-6,30"
C555384,2/6/2021,13534,United Kingdom,-5,"-13,04"
561027,24/7/2021,13802,United Kingdom,778,"1468,36"
576238,14/11/2021,17769,United Kingdom,3,"6,24"
537435,6/12/2020,17920,United Kingdom,82,"221,50"
551840,4/5/2021,15144,United Kingdom,302,"1030,70"
571693,18/10/2021,14776,United Kingdom,440,"330,24"
C546865,17/3/2021,14226,United Kingdom,-5,"-22,25"
557390,20/6/2021,,United Kingdom,-4,"0,00"
536632,2/12/2020,14388,United Kingdom,170,"312,80"
578317,23/11/2021,15398,United Kingdom,394,"710,68"
538875,14/12/2020,13756,United Kingdom,106,"307,80"
536520,1/12/2020,14729,United Kingdom,197,"313,49"
537144,5/12/2020,15880,United Kingdom,211,"343,28"
545858,7/3/2021,,United Kingdom,6,"24,00"
565367,2/9/2021,17091,United Kingdom,12,"7,44"
C562139,3/8/2021,12921,United Kingdom,-7,"-14,55"
563076,11/8/2021,14646,Netherlands,14730,"19150,66"
536745,2/12/2020,17235,United Kingdom,126,"341,90"
C544117,16/2/2021,12727,France,-1,"-18,00"
C572750,25/10/2021,14395,United Kingdom,-1,"-9,95"
C566174,9/9/2021,16309,United Kingdom,-2,"-19,90"
541566,19/1/2021,17722,United Kingdom,808,"833,44"
575135,8/11/2021,13928,United Kingdom,24,"131,22"
560579,19/7/2021,15867,United Kingdom,241,"566,13"
570007,7/10/2021,12519,Germany,183,"340,84"
539604,20/12/2020,16353,United Kingdom,24,"102,00"
545127,28/2/2021,,United Kingdom,-50,"0,00"
575269,9/11/2021,17865,United Kingdom,730,"1130,74"
566008,8/9/2021,16426,United Kingdom,91,"153,99"
542378,27/1/2021,,United Kingdom,192,"0,00"
558122,27/6/2021,16570,United Kingdom,256,"348,12"
581113,7/12/2021,14534,United Kingdom,83,"130,82"
571011,13/10/2021,,United Kingdom,-207,"0,00"
546751,16/3/2021,13668,United Kingdom,167,"311,66"
567482,20/9/2021,16464,United Kingdom,375,"613,25"
578063,22/11/2021,16929,United Kingdom,132,"235,96"
553855,19/5/2021,15854,United Kingdom,78,"310,50"
571189,14/10/2021,13213,United Kingdom,882,"556,70"
560873,21/7/2021,13881,United Kingdom,309,"563,07"
542536,28/1/2021,,United Kingdom,332,"1264,34"
546742,16/3/2021,12849,United Kingdom,514,"704,50"
574161,3/11/2021,17816,United Kingdom,3,"6,24"
580111,1/12/2021,12950,United Kingdom,716,"1171,40"
C568646,28/9/2021,13430,United Kingdom,-7,"-15,86"
C564142,23/8/2021,12477,Germany,-3,"-5,35"
550636,19/4/2021,,United Kingdom,421,"1098,39"
540032,4/1/2021,13397,United Kingdom,88,"299,92"
561867,31/7/2021,16931,United Kingdom,85,"115,61"
578681,25/11/2021,13579,United Kingdom,130,"302,34"
C545825,7/3/2021,12839,United Kingdom,-2,"-3,30"
578627,24/11/2021,14709,United Kingdom,150,"312,00"
543352,7/2/2021,15577,United Kingdom,7,"29,65"
546242,10/3/2021,16743,United Kingdom,306,"360,78"
562457,5/8/2021,18079,United Kingdom,1232,"593,35"
566049,8/9/2021,15730,United Kingdom,175,"309,79"
561877,31/7/2021,16401,United Kingdom,485,"483,63"
566846,15/9/2021,14911,EIRE,85,"325,16"
579269,29/11/2021,14601,United Kingdom,168,"213,96"
557247,17/6/2021,12731,France,514,"1359,58"
C546167,10/3/2021,15611,United Kingdom,-2,"-15,90"
547937,28/3/2021,15068,United Kingdom,130,"239,96"
575847,11/11/2021,18209,United Kingdom,58,"139,10"
578996,27/11/2021,13991,United Kingdom,173,"167,96"
543369,7/2/2021,16255,United Kingdom,92,"219,36"
570288,10/10/2021,16960,United Kingdom,133,"156,56"
C578073,22/11/2021,18139,United Kingdom,-72,"-31,68"
C538804,14/12/2020,13769,United Kingdom,-2,"-1,70"
565072,31/8/2021,,United Kingdom,-210,"0,00"
551262,27/4/2021,14527,United Kingdom,55,"117,66"
C567643,21/9/2021,12409,Switzerland,-1,"-4,15"
543639,10/2/2021,16725,United Kingdom,60,"101,34"
557121,16/6/2021,14062,United Kingdom,160,"360,04"
571561,18/10/2021,14015,United Kingdom,378,"917,34"
C545847,7/3/2021,15903,United Kingdom,-1,"-0,42"
546082,9/3/2021,12971,United Kingdom,612,"221,40"
537882,9/12/2020,15079,United Kingdom,45,"141,95"
545289,1/3/2021,14732,United Kingdom,242,"470,88"
557800,23/6/2021,12748,United Kingdom,1,"7,95"
C544417,18/2/2021,17512,United Kingdom,-1,"-4,95"
575222,9/11/2021,16880,United Kingdom,146,"410,06"
555497,3/6/2021,16659,United Kingdom,72,"39,12"
564052,22/8/2021,15033,United Kingdom,120,"247,42"
547040,20/3/2021,15938,United Kingdom,42,"62,70"
545235,1/3/2021,12683,France,247,"352,20"
C572463,24/10/2021,17652,United Kingdom,-7,"-75,65"
C556269,9/6/2021,13456,United Kingdom,-9,"-28,90"
564642,26/8/2021,13527,United Kingdom,808,"336,34"
565723,6/9/2021,14408,United Kingdom,158,"301,80"
543277,6/2/2021,15808,United Kingdom,247,"751,20"
551461,28/4/2021,,United Kingdom,-3,"0,00"
566863,15/9/2021,13018,United Kingdom,18,"72,30"
569252,3/10/2021,14333,United Kingdom,58,"415,20"
553421,17/5/2021,16139,United Kingdom,84,"139,80"
559603,11/7/2021,,United Kingdom,1,"0,00"
557573,21/6/2021,15061,United Kingdom,96,"69,12"
551291,27/4/2021,14298,United Kingdom,3103,"1502,78"
C562687,8/8/2021,15157,United Kingdom,-78,"-36,33"
566316,12/9/2021,,United Kingdom,682,"0,00"
539978,23/12/2020,13165,United Kingdom,496,"354,64"
539867,23/12/2020,13922,United Kingdom,93,"172,25"
547050,20/3/2021,17795,United Kingdom,191,"163,25"
538160,9/12/2020,,United Kingdom,288,"0,00"
540463,7/1/2021,12489,France,105,"334,93"
567853,22/9/2021,15484,United Kingdom,1478,"1636,52"
577754,21/11/2021,18139,United Kingdom,1524,"2675,28"
558370,28/6/2021,17750,United Kingdom,491,"323,00"
560691,20/7/2021,13136,United Kingdom,335,"533,04"
550997,26/4/2021,17735,United Kingdom,351,"488,01"
564840,30/8/2021,,United Kingdom,415,"1448,14"
C554006,20/5/2021,13418,United Kingdom,-36,"-244,20"
572544,24/10/2021,16023,United Kingdom,131,"219,12"
555920,7/6/2021,18102,United Kingdom,2274,"10999,52"
553062,13/5/2021,13629,United Kingdom,450,"821,00"
C548609,1/4/2021,15589,United Kingdom,-1,"-21,95"
559133,6/7/2021,17861,United Kingdom,582,"704,01"
569085,30/9/2021,17949,United Kingdom,1200,"1272,00"
559046,5/7/2021,14352,United Kingdom,14,"54,90"
541000,13/1/2021,,United Kingdom,-41,"0,00"
C561239,26/7/2021,,EIRE,-6,"-12,30"
574869,7/11/2021,12708,Germany,140,"280,77"
549172,6/4/2021,,United Kingdom,-139,"0,00"
A563186,12/8/2021,,United Kingdom,1,"-11062,06"
C554340,23/5/2021,17017,United Kingdom,-19,"-31,25"
556828,15/6/2021,17284,United Kingdom,196,"184,19"
573877,1/11/2021,14432,United Kingdom,60,"109,80"
573901,1/11/2021,14191,United Kingdom,296,"294,58"
575194,9/11/2021,16767,United Kingdom,222,"359,46"
575214,9/11/2021,16751,United Kingdom,1031,"1764,72"
C547388,22/3/2021,12352,Norway,-63,"-120,33"
576768,16/11/2021,13408,United Kingdom,460,"1145,32"
558385,29/6/2021,16525,United Kingdom,336,"478,08"
573393,30/10/2021,14158,United Kingdom,781,"507,66"
550204,15/4/2021,,United Kingdom,40,"279,60"
546657,15/3/2021,17816,United Kingdom,6,"5,10"
550287,15/4/2021,14211,United Kingdom,73,"138,79"
579012,28/11/2021,15511,United Kingdom,44,"164,93"
560050,14/7/2021,,United Kingdom,13,"32,39"
572308,23/10/2021,12748,United Kingdom,38,"54,51"
574048,2/11/2021,13769,United Kingdom,159,"301,97"
550714,20/4/2021,15249,United Kingdom,320,"478,20"
566603,13/9/2021,,United Kingdom,336,"1335,26"
563251,15/8/2021,12919,United Kingdom,63,"182,65"
542389,27/1/2021,12868,United Kingdom,119,"182,45"
546754,16/3/2021,13027,United Kingdom,960,"384,00"
581381,8/12/2021,16933,United Kingdom,161,"338,50"
539470,19/12/2020,14472,United Kingdom,102,"279,88"
574356,4/11/2021,,United Kingdom,753,"3803,96"
539079,16/12/2020,17496,United Kingdom,79,"271,05"
C570279,10/10/2021,13694,United Kingdom,-3,"-24,00"
565439,4/9/2021,14852,United Kingdom,377,"554,21"
569871,6/10/2021,13089,United Kingdom,57,"330,15"
547577,24/3/2021,13183,United Kingdom,288,"513,84"
572684,25/10/2021,,United Kingdom,-20,"0,00"
549449,8/4/2021,14227,United Kingdom,111,"304,33"
551240,27/4/2021,,United Kingdom,41,"0,00"
565545,5/9/2021,,United Kingdom,1,"0,00"
571460,17/10/2021,,United Kingdom,6,"0,00"
C572112,20/10/2021,14113,United Kingdom,-1,"-3,75"
C577395,18/11/2021,12779,Poland,-8,"-19,36"
557429,20/6/2021,17857,United Kingdom,504,"181,44"
C550807,20/4/2021,13717,United Kingdom,-1,"-12,75"
575951,13/11/2021,13450,United Kingdom,364,"316,44"
C581071,7/12/2021,12375,Finland,-1,"-2,08"
555504,3/6/2021,15508,United Kingdom,4,"15,00"
558127,27/6/2021,13777,United Kingdom,120,"406,80"
564091,23/8/2021,15804,United Kingdom,259,"432,48"
547373,22/3/2021,13798,United Kingdom,350,"450,50"
